epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,16.0618,2.82737,4.58513,2.54058,0,0,0,0,2.8443,11.0923,2.77599,0.0821479,0.000147924,0.000147924
20,17.0174,2.81241,4.35122,2.61618,0,0,0,0,2.8443,11.0923,2.77599,0.0811543,0.000154261,0.000154261
21,17.9595,2.69431,4.4088,2.64002,0,0,0,0,2.84822,11.173,2.79956,0.0801604,0.0001604,0.0001604
22,19.013,2.91906,4.21569,2.80244,0,0,0,0,2.84822,11.173,2.79956,0.0791663,0.000166341,0.000166341
23,20.7848,2.78603,4.10092,2.59558,0,0,0,0,2.87341,12.7938,2.84353,0.0781721,0.000172084,0.000172084
24,22.9532,2.75672,4.26069,2.61467,0,0,0,0,2.87341,12.7938,2.84353,0.0771776,0.000177629,0.000177629
25,24.8807,2.88501,4.1992,2.60855,0,0,0,0,2.87497,12.5953,2.84565,0.076183,0.000182976,0.000182976
26,26.4439,2.84579,4.25714,2.80271,0,0,0,0,2.87497,12.5953,2.84565,0.0751881,0.000188125,0.000188125
27,28.5372,2.75762,4.1839,2.69995,0,0,0,0,2.81212,13.4328,2.8004,0.0741931,0.000193076,0.000193076
28,30.6394,2.44956,4.08065,2.43454,0,0,0,0,2.81212,13.4328,2.8004,0.0731978,0.000197829,0.000197829
29,32.3173,2.91305,4.25757,2.83612,0,0,0,0,2.89229,10.9648,2.91728,0.0722024,0.000202384,0.000202384
30,34.0466,2.99411,4.1586,2.83868,0,0,0,0,2.89229,10.9648,2.91728,0.0712067,0.000206741,0.000206741
31,35.223,2.86993,4.27772,2.73556,0,0,0,0,3.08599,9.13478,2.94341,0.0702109,0.0002109,0.0002109
32,36.4473,2.85921,4.13582,2.64046,0,0,0,0,3.08599,9.13478,2.94341,0.0692149,0.000214861,0.000214861
33,37.5133,2.7132,4.15746,2.64131,0,0,0,0,3.12468,10.5726,3.24738,0.0682186,0.000218624,0.000218624
34,38.4234,2.61906,4.24386,2.57881,0,0,0,0,3.12468,10.5726,3.24738,0.0672222,0.000222189,0.000222189
35,39.3781,2.87628,4.03864,2.6952,0,0,0,0,2.93831,11.0186,2.95021,0.0662256,0.000225556,0.000225556
36,40.2817,2.86516,4.07664,2.67604,0,0,0,0,2.93831,11.0186,2.95021,0.0652287,0.000228725,0.000228725
37,41.1936,2.62219,4.16922,2.55343,0,0,0,0,3.03855,10.4368,2.88853,0.0642317,0.000231696,0.000231696
38,42.1085,2.61698,4.13411,2.78988,0,0,0,0,3.03855,10.4368,2.88853,0.0632345,0.000234469,0.000234469
39,43.0552,2.70478,4.0532,2.65475,0,0,0,0,3.15421,13.7671,2.86628,0.062237,0.000237044,0.000237044
40,44.0115,2.49528,4.00809,2.59622,0,0,0,0,3.15421,13.7671,2.86628,0.0612394,0.000239421,0.000239421
41,45.0528,2.79062,4.51918,2.72441,0,0,0,0,3.43161,8.00136,3.07551,0.0602416,0.0002416,0.0002416
42,45.9819,2.70279,4.37365,2.83824,0,0,0,0,3.43161,8.00136,3.07551,0.0592436,0.000243581,0.000243581
43,46.9677,2.69063,4.09292,2.66979,0,0,0,0,3.61709,7.10561,3.50054,0.0582454,0.000245364,0.000245364
44,47.833,2.6619,4.24346,2.70562,0,0,0,0,3.61709,7.10561,3.50054,0.0572469,0.000246949,0.000246949
45,48.7131,2.6711,4.05273,2.71641,0,0,0,0,3.52844,6.47526,3.25593,0.0562483,0.000248336,0.000248336
46,49.584,2.79137,4.22727,2.82389,0,0,0,0,3.52844,6.47526,3.25593,0.0552495,0.000249525,0.000249525
47,50.539,2.61134,4.18686,2.67645,0,0,0,0,3.44195,6.27817,3.10651,0.0542505,0.000250516,0.000250516
48,51.3867,2.66471,4.18823,2.7253,0,0,0,0,3.44195,6.27817,3.10651,0.0532513,0.000251309,0.000251309
49,52.3203,2.83973,4.1853,2.68348,0,0,0,0,4.35571,5.98299,3.71392,0.0522519,0.000251904,0.000251904
50,53.3172,2.90749,4.30853,2.75459,0,0,0,0,4.35571,5.98299,3.71392,0.0512523,0.000252301,0.000252301
51,54.261,2.89703,4.42959,2.76027,0,0,0,0,4.359,6.05588,3.73324,0.0502525,0.0002525,0.0002525
52,55.3042,2.99658,4.20671,2.75515,0,0,0,0,4.359,6.05588,3.73324,0.0492525,0.000252501,0.000252501
53,57.5178,2.86467,4.28224,2.73554,0,0,0,0,4.359,6.05588,3.73324,0.0482523,0.000252304,0.000252304
54,59.907,2.67958,4.14766,2.64989,0,0,0,0,4.31788,5.61699,3.71665,0.0472519,0.000251909,0.000251909
55,61.6342,2.80108,4.06605,2.75392,0,0,0,0,4.31788,5.61699,3.71665,0.0462513,0.000251316,0.000251316
56,63.2084,2.77681,4.06477,2.78415,0,0,0,0,4.31788,5.61699,3.71665,0.0452505,0.000250525,0.000250525
57,64.4009,2.72556,4.27547,2.66944,0,0,0,0,3.71499,5.38355,3.81764,0.0442495,0.000249536,0.000249536
58,65.5127,2.99267,4.23779,2.85918,0,0,0,0,3.71499,5.38355,3.81764,0.0432483,0.000248349,0.000248349
59,66.5206,2.7758,4.16202,2.73957,0,0,0,0,3.71499,5.38355,3.81764,0.042247,0.000246964,0.000246964
60,67.5907,2.66894,4.27412,2.7036,0,0,0,0,3.09931,5.82028,3.08516,0.0412454,0.000245381,0.000245381
61,68.5184,2.45433,4.03972,2.60268,0,0,0,0,3.09931,5.82028,3.08516,0.0402436,0.0002436,0.0002436
62,69.4816,2.61204,3.99094,2.58811,0,0,0,0,3.09931,5.82028,3.08516,0.0392416,0.000241621,0.000241621
63,70.4405,2.46152,3.98481,2.47485,0,0,0,0,3.08097,5.43771,3.02088,0.0382394,0.000239444,0.000239444
64,71.3359,2.76131,4.20982,2.70979,0,0,0,0,3.08097,5.43771,3.02088,0.0372371,0.000237069,0.000237069
65,72.2089,2.86489,4.08965,2.80064,0,0,0,0,3.08097,5.43771,3.02088,0.0362345,0.000234496,0.000234496
66,73.1772,2.59506,4.17252,2.69351,0,0,0,0,4.11244,5.96305,3.60282,0.0352317,0.000231725,0.000231725
67,74.1225,2.82915,4.12128,2.75673,0,0,0,0,4.11244,5.96305,3.60282,0.0342288,0.000228756,0.000228756
68,75.0529,2.59939,4.15097,2.65726,0,0,0,0,4.11244,5.96305,3.60282,0.0332256,0.000225589,0.000225589
69,76.1291,2.66355,4.14359,2.70275,0,0,0,0,3.86791,6.61375,3.23594,0.0322222,0.000222224,0.000222224
70,76.9868,2.86444,4.09371,2.70188,0,0,0,0,3.86791,6.61375,3.23594,0.0312187,0.000218661,0.000218661
71,77.9309,2.58188,4.06499,2.62147,0,0,0,0,3.86791,6.61375,3.23594,0.0302149,0.0002149,0.0002149
72,78.9082,2.53308,4.0723,2.68285,0,0,0,0,3.75881,5.65997,3.0949,0.0292109,0.000210941,0.000210941
73,79.8637,2.66037,3.89073,2.66979,0,0,0,0,3.75881,5.65997,3.0949,0.0282068,0.000206784,0.000206784
74,80.7533,2.55484,3.90189,2.58157,0,0,0,0,3.75881,5.65997,3.0949,0.0272024,0.000202429,0.000202429
75,82.2789,2.61566,4.26913,2.62183,0,0,0,0,3.82068,5.25263,3.12428,0.0261979,0.000197876,0.000197876
76,84.4864,2.54114,4.53655,2.72153,0,0,0,0,3.82068,5.25263,3.12428,0.0251931,0.000193125,0.000193125
77,86.378,2.61058,4.27862,2.65786,0,0,0,0,3.82068,5.25263,3.12428,0.0241882,0.000188176,0.000188176
78,88.2728,2.87514,3.90889,2.72277,0,0,0,0,3.57261,5.05293,2.98484,0.023183,0.000183029,0.000183029
79,89.7205,2.78265,4.18424,2.68475,0,0,0,0,3.57261,5.05293,2.98484,0.0221777,0.000177684,0.000177684
80,90.8821,2.80956,4.11559,2.68831,0,0,0,0,3.57261,5.05293,2.98484,0.0211721,0.000172141,0.000172141
81,92.0032,2.47218,4.1196,2.60089,0,0,0,0,3.23399,4.98455,2.8293,0.0201664,0.0001664,0.0001664
82,93.0036,2.5811,4.15946,2.67807,0,0,0,0,3.23399,4.98455,2.8293,0.0191605,0.000160461,0.000160461
83,93.9423,2.4598,4.03144,2.52049,0,0,0,0,3.23399,4.98455,2.8293,0.0181543,0.000154324,0.000154324
84,94.9035,2.71618,4.08136,2.78137,0,0,0,0,2.93449,5.52468,2.78023,0.017148,0.000147989,0.000147989
85,95.8728,2.71827,3.99424,2.76625,0,0,0,0,2.93449,5.52468,2.78023,0.0161415,0.000141456,0.000141456
86,96.7464,2.67988,4.02581,2.71416,0,0,0,0,2.93449,5.52468,2.78023,0.0151347,0.000134725,0.000134725
87,97.688,2.79448,4.01356,2.81019,0,0,0,0,2.93449,5.52468,2.78023,0.0141278,0.000127796,0.000127796
88,98.622,2.36731,4.01174,2.51572,0,0,0,0,3.04044,6.22019,2.94876,0.0131207,0.000120669,0.000120669
89,99.6218,2.79629,4.13805,2.79089,0,0,0,0,3.04044,6.22019,2.94876,0.0121133,0.000113344,0.000113344
90,100.513,2.58293,4.07094,2.56063,0,0,0,0,3.04044,6.22019,2.94876,0.0111058,0.000105821,0.000105821
91,105.5,2.71153,4.29643,2.83045,0,0,0,0,3.04044,6.22019,2.94876,0.0100981,9.81e-05,9.81e-05
92,106.866,2.83088,4.22745,2.92034,0,0,0,0,3.01276,5.57057,3.20215,0.00909018,9.0181e-05,9.0181e-05
93,108.136,2.69633,4.16179,2.88185,0,0,0,0,3.01276,5.57057,3.20215,0.00808206,8.2064e-05,8.2064e-05
94,109.323,2.57086,4.16161,2.70018,0,0,0,0,3.01276,5.57057,3.20215,0.00707375,7.3749e-05,7.3749e-05
95,110.509,2.87818,4.32881,2.69829,0,0,0,0,3.01276,5.57057,3.20215,0.00606524,6.5236e-05,6.5236e-05
96,111.866,2.89948,4.29233,2.88037,0,0,0,0,2.9417,5.30967,3.15944,0.00505652,5.6525e-05,5.6525e-05
97,113.303,2.94893,4.11782,2.94126,0,0,0,0,2.9417,5.30967,3.15944,0.00404762,4.7616e-05,4.7616e-05
98,115.823,2.701,4.22088,2.68842,0,0,0,0,2.9417,5.30967,3.15944,0.00303851,3.8509e-05,3.8509e-05
99,118.339,2.75461,4.24213,2.87729,0,0,0,0,2.9417,5.30967,3.15944,0.0020292,2.9204e-05,2.9204e-05
100,120.447,2.85873,4.11537,2.87446,0,0,0,0,2.92938,5.12647,3.12819,0.0010197,1.9701e-05,1.9701e-05
1,1.65114,3.03223,3.66109,2.91367,0.00111,0.25,0.00098,0.00078,3.10662,3.90085,3.27244,0.099005,5e-06,5e-06
2,3.01697,3.26878,3.7511,3.03992,0.00111,0.25,0.00097,0.00057,3.1137,3.89165,3.27615,0.097015,1.49996e-05,1.49996e-05
3,4.33436,3.20523,3.73035,3.02074,0.00111,0.25,0.00094,0.00055,3.10415,3.92821,3.27123,0.095025,2.49973e-05,2.49973e-05
4,5.56124,3.33383,4.16045,3.08101,0.00111,0.25,0.00087,0.0005,3.05292,4.03439,3.26095,0.093035,3.49915e-05,3.49915e-05
5,6.83484,3.16225,4.01712,3.13777,0.00111,0.25,0.0008,0.00032,3.07204,4.07062,3.23565,0.091045,4.49805e-05,4.49805e-05
6,8.12996,2.85957,3.57799,2.98852,0.00111,0.25,0.0007,0.00021,3.09473,4.02811,3.21748,0.089055,5.49627e-05,5.49627e-05
7,9.4373,3.11389,3.77255,3.02885,0,0,0,0,3.11301,4.01569,3.20581,0.0870649,6.49365e-05,6.49365e-05
8,10.6816,3.28731,4.28495,3.20221,0,0,0,0,3.11268,4.02498,3.2006,0.0850749,7.49003e-05,7.49003e-05
9,11.8992,2.80252,3.54952,2.9606,0,0,0,0,3.11268,4.02498,3.2006,0.0830849,8.48524e-05,8.48524e-05
10,13.4166,3.00966,3.69377,3.08514,0.00222,0.5,0.00754,0.00103,3.78398,10.5817,3.60398,0.0810948,9.47913e-05,9.47913e-05
11,15.3486,3.17306,3.50961,3.06769,0,0,0,0,3.83407,17.0674,3.53056,0.0791047,0.000104715,0.000104715
12,17.0214,2.69707,3.29926,2.78897,0,0,0,0,3.83407,17.0674,3.53056,0.0771146,0.000114623,0.000114623
13,18.81,3.19092,3.55861,3.10151,0,0,0,0,3.27237,41.9605,3.4771,0.0751245,0.000124512,0.000124512
14,20.5301,2.71428,3.80209,2.89834,0,0,0,0,3.27237,41.9605,3.4771,0.0731344,0.000134382,0.000134382
15,22.2559,3.06818,3.43688,3.0024,0.00333,0.75,0.0085,0.00206,2.7453,8.29514,3.30252,0.0711442,0.00014423,0.00014423
16,24.0981,2.90514,3.35782,2.85018,0.00333,0.75,0.0085,0.00206,2.7453,8.29514,3.30252,0.0691541,0.000154055,0.000154055
17,26.9736,2.89304,3.50229,2.84229,0.00333,0.75,0.0085,0.00206,2.7453,8.29514,3.30252,0.0671639,0.000163856,0.000163856
18,31.5555,2.56732,3.40559,2.59835,0.00222,0.5,0.00191,0.00046,3.05606,4.49543,3.53955,0.0651736,0.000173631,0.000173631
19,34.5259,2.62235,3.42838,2.79594,0.00222,0.5,0.00191,0.00046,3.05606,4.49543,3.53955,0.0631834,0.000183378,0.000183378
20,36.2981,2.97713,3.79566,2.80986,0.00222,0.5,0.00191,0.00046,3.05606,4.49543,3.53955,0.0611931,0.000193096,0.000193096
21,38.0895,2.64758,3.50772,2.73789,0.00222,0.5,0.0025,0.00033,2.73816,4.57254,3.02858,0.0592028,0.000202783,0.000202783
22,39.9118,2.73022,3.43824,2.79626,0.00222,0.5,0.0025,0.00033,2.73816,4.57254,3.02858,0.0572124,0.000212437,0.000212437
23,41.5791,2.77249,3.694,2.88563,0.00222,0.5,0.0025,0.00033,2.73816,4.57254,3.02858,0.0552221,0.000222057,0.000222057
24,43.4309,2.84003,3.52408,2.85271,0.00111,0.25,0.00102,0.00047,2.9482,5.62384,3.19679,0.0532316,0.000231642,0.000231642
25,45.1659,2.67689,3.29247,2.78437,0.00111,0.25,0.00102,0.00047,2.9482,5.62384,3.19679,0.0512412,0.00024119,0.00024119
26,46.9075,2.61618,3.50173,2.77077,0.00111,0.25,0.00102,0.00047,2.9482,5.62384,3.19679,0.0492507,0.000250699,0.000250699
27,48.6789,2.94386,3.32955,3.01023,0.00222,0.5,0.00202,0.00086,2.80533,4.98175,3.02586,0.0472602,0.000260168,0.000260168
28,50.3674,2.78308,3.37134,2.79519,0.00222,0.5,0.00202,0.00086,2.80533,4.98175,3.02586,0.0452696,0.000269595,0.000269595
29,52.0279,2.82445,3.38524,2.87511,0.00222,0.5,0.00202,0.00086,2.80533,4.98175,3.02586,0.043279,0.000278979,0.000278979
30,53.8357,2.78555,3.2838,2.84842,0.00222,0.5,0.00202,0.00086,2.80533,4.98175,3.02586,0.0412883,0.000288318,0.000288318
31,55.5624,2.71261,3.48699,2.85453,0.00222,0.5,0.00168,0.00061,2.90848,5.90174,3.06094,0.0392976,0.000297611,0.000297611
32,57.2492,2.61349,3.3904,2.70794,0.00222,0.5,0.00168,0.00061,2.90848,5.90174,3.06094,0.0373069,0.000306856,0.000306856
33,58.9724,2.75429,3.37541,2.78887,0.00222,0.5,0.00168,0.00061,2.90848,5.90174,3.06094,0.0353161,0.000316052,0.000316052
34,60.6033,2.62903,3.40288,2.71824,0.00222,0.5,0.00168,0.00061,2.90848,5.90174,3.06094,0.0333252,0.000325197,0.000325197
35,63.0932,2.9002,3.65253,2.97512,0.00222,0.5,0.00168,0.00061,2.90848,5.90174,3.06094,0.0313343,0.000334289,0.000334289
36,66.6998,2.54632,3.40939,2.73677,0.00222,0.5,0.002,0.00036,2.72986,4.32185,3.20385,0.0293433,0.000343328,0.000343328
37,70.0135,2.83191,3.4352,2.84998,0.00222,0.5,0.002,0.00036,2.72986,4.32185,3.20385,0.0273523,0.000352312,0.000352312
38,72.0533,2.60331,3.43667,2.68412,0.00222,0.5,0.002,0.00036,2.72986,4.32185,3.20385,0.0253612,0.00036124,0.00036124
39,73.7216,2.94215,3.45784,2.88775,0.00222,0.5,0.002,0.00036,2.72986,4.32185,3.20385,0.0233701,0.000370109,0.000370109
40,75.3717,2.62675,3.35968,2.80983,0.00222,0.5,0.002,0.00036,2.72986,4.32185,3.20385,0.0213789,0.000378919,0.000378919
41,77.0996,2.58919,3.29139,2.65805,0.00333,0.75,0.0071,0.00149,3.08834,4.75168,3.07055,0.0193877,0.000387668,0.000387668
42,78.9535,2.85568,3.32641,2.86623,0.00333,0.75,0.0071,0.00149,3.08834,4.75168,3.07055,0.0173964,0.000396355,0.000396355
43,80.8777,2.79855,3.25315,2.85408,0.00333,0.75,0.0071,0.00149,3.08834,4.75168,3.07055,0.015405,0.000404978,0.000404978
44,82.6934,2.67873,3.47769,2.71111,0.00333,0.75,0.0071,0.00149,3.08834,4.75168,3.07055,0.0134135,0.000413536,0.000413536
45,84.3333,2.95714,3.61409,2.92885,0.00333,0.75,0.0071,0.00149,3.08834,4.75168,3.07055,0.011422,0.000422028,0.000422028
46,85.9852,2.73986,3.41291,2.81343,0.00333,0.75,0.0071,0.00149,3.08834,4.75168,3.07055,0.00943045,0.000430452,0.000430452
47,87.6759,2.86184,3.39035,2.88458,0.00333,0.75,0.00737,0.00179,3.30525,10.851,3.25611,0.00743881,0.000438807,0.000438807
48,89.356,2.77777,3.373,2.75228,0.00333,0.75,0.00737,0.00179,3.30525,10.851,3.25611,0.00544709,0.000447091,0.000447091
49,91.0529,2.55379,3.52983,2.47303,0.00333,0.75,0.00737,0.00179,3.30525,10.851,3.25611,0.0034553,0.000455304,0.000455304
50,92.8535,2.62011,3.19141,2.66012,0.00333,0.75,0.00737,0.00179,3.30525,10.851,3.25611,0.00146344,0.000463444,0.000463444
51,94.9604,2.74826,3.38465,2.71885,0.00333,0.75,0.00737,0.00179,3.30525,10.851,3.25611,0.000466841,0.000466841,0.000466841
52,98.5314,2.81821,3.43633,2.76959,0.00333,0.75,0.00737,0.00179,3.30525,10.851,3.25611,0.000465534,0.000465534,0.000465534
53,101.839,2.76265,3.24796,2.77834,0.00222,0.5,0.00221,0.00104,3.31572,11.4616,3.13014,0.000464203,0.000464203,0.000464203
54,103.929,2.71157,3.13901,2.72953,0.00222,0.5,0.00221,0.00104,3.31572,11.4616,3.13014,0.000462848,0.000462848,0.000462848
55,105.634,2.93551,3.46598,2.87373,0.00222,0.5,0.00221,0.00104,3.31572,11.4616,3.13014,0.000461471,0.000461471,0.000461471
56,107.411,2.73433,3.40396,2.69902,0.00222,0.5,0.00221,0.00104,3.31572,11.4616,3.13014,0.000460071,0.000460071,0.000460071
57,109.202,2.68082,3.15167,2.76662,0.00222,0.5,0.00221,0.00104,3.31572,11.4616,3.13014,0.000458648,0.000458648,0.000458648
58,110.859,2.60849,3.37891,2.69498,0.00222,0.5,0.00221,0.00104,3.31572,11.4616,3.13014,0.000457202,0.000457202,0.000457202
59,112.628,2.6697,3.23625,2.72004,0.00222,0.5,0.00221,0.00104,3.31572,11.4616,3.13014,0.000455734,0.000455734,0.000455734
60,114.363,2.60841,3.21848,2.76018,0.00333,0.75,0.00372,0.00097,3.39651,6.26701,3.10354,0.000454244,0.000454244,0.000454244
61,116.087,2.52898,3.22168,2.65881,0.00333,0.75,0.00372,0.00097,3.39651,6.26701,3.10354,0.000452732,0.000452732,0.000452732
62,117.858,2.68174,3.21112,2.7702,0.00333,0.75,0.00372,0.00097,3.39651,6.26701,3.10354,0.000451197,0.000451197,0.000451197
63,119.611,2.60068,3.21741,2.63456,0.00333,0.75,0.00372,0.00097,3.39651,6.26701,3.10354,0.000449641,0.000449641,0.000449641
64,121.471,2.42796,3.12219,2.52013,0.00333,0.75,0.00372,0.00097,3.39651,6.26701,3.10354,0.000448063,0.000448063,0.000448063
65,123.578,2.74299,3.39905,2.79491,0.00333,0.75,0.00372,0.00097,3.39651,6.26701,3.10354,0.000446464,0.000446464,0.000446464
66,127.198,2.77963,3.20618,2.75948,0.00222,0.5,0.0017,0.00042,3.26418,9.47397,2.93904,0.000444844,0.000444844,0.000444844
67,130.625,2.77195,3.43441,2.82123,0.00222,0.5,0.0017,0.00042,3.26418,9.47397,2.93904,0.000443202,0.000443202,0.000443202
68,132.71,2.56409,3.33188,2.67905,0.00222,0.5,0.0017,0.00042,3.26418,9.47397,2.93904,0.00044154,0.00044154,0.00044154
69,134.463,2.54804,3.18738,2.63532,0.00222,0.5,0.0017,0.00042,3.26418,9.47397,2.93904,0.000439856,0.000439856,0.000439856
70,136.224,2.58867,3.33437,2.72822,0.00222,0.5,0.0017,0.00042,3.26418,9.47397,2.93904,0.000438152,0.000438152,0.000438152
71,137.942,3.01647,3.37804,2.92097,0.00222,0.5,0.0017,0.00042,3.26418,9.47397,2.93904,0.000436428,0.000436428,0.000436428
72,139.641,2.81577,3.3033,2.78776,0.00222,0.5,0.0017,0.00042,3.26418,9.47397,2.93904,0.000434684,0.000434684,0.000434684
73,141.391,2.77495,3.31185,2.71837,0.00111,0.25,0.00077,0.0003,3.26055,39.475,2.95902,0.00043292,0.00043292,0.00043292
74,143.079,2.79483,3.34098,2.92103,0.00111,0.25,0.00077,0.0003,3.26055,39.475,2.95902,0.000431136,0.000431136,0.000431136
75,144.78,2.71088,3.18913,2.7302,0.00111,0.25,0.00077,0.0003,3.26055,39.475,2.95902,0.000429332,0.000429332,0.000429332
76,146.455,2.56223,3.12407,2.62831,0.00111,0.25,0.00077,0.0003,3.26055,39.475,2.95902,0.000427509,0.000427509,0.000427509
77,148.269,2.54298,3.2235,2.6325,0.00111,0.25,0.00077,0.0003,3.26055,39.475,2.95902,0.000425667,0.000425667,0.000425667
78,149.925,2.54063,3.2396,2.68465,0.00111,0.25,0.00077,0.0003,3.26055,39.475,2.95902,0.000423805,0.000423805,0.000423805
79,151.686,2.72465,3.18885,2.81724,0.00111,0.25,0.00072,0.00014,3.22233,13.461,2.93076,0.000421925,0.000421925,0.000421925
80,153.409,2.50412,3.35268,2.69886,0.00111,0.25,0.00072,0.00014,3.22233,13.461,2.93076,0.000420027,0.000420027,0.000420027
81,155.077,2.3642,3.23613,2.56112,0.00111,0.25,0.00072,0.00014,3.22233,13.461,2.93076,0.00041811,0.00041811,0.00041811
82,159.835,2.44559,3.18557,2.62432,0.00111,0.25,0.00072,0.00014,3.22233,13.461,2.93076,0.000416175,0.000416175,0.000416175
83,163.413,2.83,3.27843,2.84904,0.00111,0.25,0.00072,0.00014,3.22233,13.461,2.93076,0.000414222,0.000414222,0.000414222
84,165.526,2.6471,3.07513,2.76091,0.00111,0.25,0.00072,0.00014,3.22233,13.461,2.93076,0.000412251,0.000412251,0.000412251
85,167.402,2.55445,3.27853,2.62885,0.00111,0.25,0.00072,0.00014,3.22233,13.461,2.93076,0.000410262,0.000410262,0.000410262
86,169.218,2.58802,3.35853,2.66772,0.00222,0.5,0.00173,0.00067,3.30097,5.36086,2.95007,0.000408257,0.000408257,0.000408257
87,171.068,2.75431,3.28017,2.80956,0.00222,0.5,0.00173,0.00067,3.30097,5.36086,2.95007,0.000406234,0.000406234,0.000406234
88,172.739,2.57925,3.26785,2.76012,0.00222,0.5,0.00173,0.00067,3.30097,5.36086,2.95007,0.000404194,0.000404194,0.000404194
89,174.549,2.49532,3.15278,2.64528,0.00222,0.5,0.00173,0.00067,3.30097,5.36086,2.95007,0.000402138,0.000402138,0.000402138
90,176.424,2.4397,3.18725,2.61068,0.00222,0.5,0.00173,0.00067,3.30097,5.36086,2.95007,0.000400066,0.000400066,0.000400066
91,178.738,2.70655,3.32759,2.64547,0.00222,0.5,0.00173,0.00067,3.30097,5.36086,2.95007,0.000397977,0.000397977,0.000397977
92,180.471,2.59698,3.08157,2.69748,0.00222,0.5,0.00336,0.00136,3.70481,5.39114,3.30987,0.000395872,0.000395872,0.000395872
93,182.184,2.48263,3.12276,2.57874,0.00222,0.5,0.00336,0.00136,3.70481,5.39114,3.30987,0.000393752,0.000393752,0.000393752
94,183.841,2.453,3.15525,2.53712,0.00222,0.5,0.00336,0.00136,3.70481,5.39114,3.30987,0.000391616,0.000391616,0.000391616
95,185.448,2.71489,3.28311,2.87917,0.00222,0.5,0.00336,0.00136,3.70481,5.39114,3.30987,0.000389464,0.000389464,0.000389464
96,187.111,2.54421,3.27539,2.66337,0.00222,0.5,0.00336,0.00136,3.70481,5.39114,3.30987,0.000387298,0.000387298,0.000387298
97,189.413,2.7401,3.36447,2.75243,0.00222,0.5,0.00336,0.00136,3.70481,5.39114,3.30987,0.000385117,0.000385117,0.000385117
98,193.106,2.44458,3.18975,2.57373,0.00222,0.5,0.00336,0.00136,3.70481,5.39114,3.30987,0.000382922,0.000382922,0.000382922
99,196.435,2.73399,3.32849,2.85206,0.00222,0.5,0.00343,0.00183,3.30188,5.13545,3.27893,0.000380712,0.000380712,0.000380712
100,198.503,2.6903,3.1884,2.6963,0.00222,0.5,0.00343,0.00183,3.30188,5.13545,3.27893,0.000378488,0.000378488,0.000378488
101,200.192,2.44613,3.29711,2.61031,0.00222,0.5,0.00343,0.00183,3.30188,5.13545,3.27893,0.00037625,0.00037625,0.00037625
102,201.938,2.80512,3.25401,2.78174,0.00222,0.5,0.00343,0.00183,3.30188,5.13545,3.27893,0.000373999,0.000373999,0.000373999
